1.931263201864217574e-11 1.363588729344027006e-13 9.999998241684563416e-01 1.758120859280053036e-07
1.056555567238934884e-08 1.524919562588375313e-10 9.977925199340895723e-01 2.207469347867003096e-03
9.463240767996455651e-09 1.086812838251354794e-09 9.557042295876453375e-01 4.429575986230822882e-02
8.909756540956190539e-09 1.595005913205595646e-08 7.619160124947268464e-01 2.380839626454606950e-01
8.023475213523462659e-07 6.355686765257282170e-06 2.802298658868083159e-01 7.197629760789024944e-01
1.272901352075691827e-08 2.506339336349193914e-10 1.239460722498591670e-04 9.998760409481000089e-01
6.667237671867711357e-09 5.087090135382357739e-11 1.246378605047068679e-03 9.987536146768428713e-01
3.352514870715584454e-09 1.141194368235057859e-12 3.591614204622963630e-02 9.640838546001049281e-01
9.110934499346277795e-08 8.037259534499456007e-13 2.299442381549285505e-04 9.997699646516907679e-01
2.338869082292796086e-07 1.333277219668200163e-14 2.456931618616443750e-05 9.999751967968925070e-01
5.314646777503579347e-08 2.490250642575647490e-15 3.352766607245212310e-05 9.999664191874626518e-01
6.560210950746550210e-13 1.164136562593256181e-17 1.379529988307989625e-07 9.999998620463468324e-01
2.203338536713726451e-14 3.181751739240262818e-14 9.910660166897083237e-07 9.999990089339342303e-01
1.156079608229513829e-15 2.292911170554984359e-15 3.125822195966450038e-10 9.999999996874180397e-01
8.431636836734810894e-16 1.880999914064282788e-14 3.484454530534963179e-11 9.999999999651407734e-01
1.867165322337932998e-12 5.355651315054083771e-08 1.978779037334334302e-09 9.999999444628444589e-01
9.205108773613476709e-12 9.541384651001280528e-05 2.585263981544413796e-09 9.999045835590345543e-01
1.350746917114542244e-10 5.879344575376905949e-04 1.141632229267256644e-05 9.994006490850891877e-01
2.587695909860448928e-12 4.435602609663906623e-07 4.627010357716588966e-04 9.995368554013682738e-01
9.354941396198026399e-13 2.241725430537234765e-08 3.704967906626062124e-01 6.295031869192135865e-01
2.501249405747241634e-13 1.734617636554586584e-11 9.984524858587130458e-01 1.547514123687859702e-03
6.356721873400765321e-10 2.280684524250333278e-11 9.989850102492756623e-01 1.014989092247019914e-03
1.039704154632333792e-07 6.404459017819177044e-11 3.718858340409103569e-02 9.628113125614489176e-01
1.516581280423175327e-09 9.226916010357109204e-11 5.992898279376697621e-06 9.999940054928562194e-01
1.529509988722242095e-10 1.528322521277026893e-06 2.033789519354094650e-08 9.999984511866329973e-01
3.052228308125203633e-15 4.683399289417843463e-11 5.710441365340066098e-12 9.999999999474482593e-01
8.365119985706333957e-19 4.220650323675461127e-15 2.131089251442354522e-14 9.999999999999715783e-01
4.282901112529718978e-20 1.256995572898255217e-16 7.682085080455057821e-15 9.999999999999857891e-01
5.547826972212218775e-18 5.971745291571106736e-16 1.336010900702661772e-11 9.999999999866417966e-01
3.255258445608798403e-18 5.224290786262070832e-19 4.054675580084510715e-13 9.999999999995878852e-01
1.477599346698950056e-18 3.664123828856258615e-18 3.381031184438919655e-12 9.999999999966178166e-01
2.180505504898497688e-15 1.708028286122318347e-14 1.297164184075709929e-11 9.999999999870112788e-01
1.225742588108776141e-16 9.230163405453750687e-16 5.867488931058617661e-14 9.999999999999431566e-01
3.175307833464466465e-14 4.972123347169593312e-15 2.072378044809258071e-12 9.999999999978967935e-01
9.214445121370763837e-12 1.916932509255617377e-13 2.309480522259302407e-09 9.999999976811153601e-01
1.716805137313732954e-12 3.128568896692622564e-11 6.725774224269437511e-07 9.999993273895727564e-01
4.132029848655346277e-14 4.197479589361146046e-12 5.883033413050225234e-08 9.999999411654147963e-01
3.095480655672949078e-15 3.511538788630008190e-12 5.013283517343799696e-11 9.999999999463398126e-01
5.787156947263825603e-17 2.154862499783486886e-13 8.605526198602335617e-15 9.999999999997726263e-01
1.127458618538425558e-20 1.934673907725812264e-18 6.003088188188712877e-18 1.000000000000000000e+00
6.622232102672472489e-19 1.661271580419273826e-19 2.131414646911592850e-16 1.000000000000000000e+00
3.807227734514651483e-12 3.704900364770155560e-16 4.702554908815808637e-12 9.999999999914876980e-01
1.810006964693563726e-13 2.547214803510989978e-21 1.585668794832556348e-11 9.999999999839559450e-01
9.887119953358068799e-10 1.104107649890796307e-07 7.532723855064419427e-08 9.999998132732802469e-01
1.702282366212694661e-15 2.719231737372714753e-10 1.611895724455129642e-13 9.999999997279189756e-01
8.898182339282157862e-17 2.318472054247247922e-11 3.435130697447039174e-15 9.999999999768078851e-01
2.136341523350266767e-16 4.967585787196604764e-11 4.454101276675691497e-14 9.999999999502904302e-01
1.317280986299890509e-17 4.191307005642050854e-13 4.321736819991474458e-15 9.999999999995736744e-01
1.511929700616269530e-16 2.836062957743345484e-15 7.056441817453306540e-15 1.000000000000000000e+00
