0.000000000000000000e+00 5.698690503676163824e-26 1.000000000000000000e+00 1.407013030529924436e-07 3.285927485105165995e-20 0.000000000000000000e+00 5.653155289550889786e-34 1.681558157189780485e-44
0.000000000000000000e+00 1.589953799496181918e-34 1.000000000000000000e+00 2.177895870915014065e-21 3.438364151511831578e-17 0.000000000000000000e+00 1.844179808068018962e-36 0.000000000000000000e+00
0.000000000000000000e+00 6.459006401700455935e-36 1.000000000000000000e+00 2.887811195801147082e-27 1.736777621913369103e-32 0.000000000000000000e+00 6.065800662522835655e-41 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.433075927978663628e-34 4.901198716498572791e-33 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 4.130033937630294047e-22 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.808273708547858405e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 6.340840741358988453e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.976528882980346680e-01 0.000000000000000000e+00 2.354583004489541054e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 6.509174709208309650e-04 0.000000000000000000e+00 9.993593096733093262e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.088692533812718466e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 6.375908012677917673e-43 2.993413026133873167e-12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.999389648437500000e-01 0.000000000000000000e+00 5.883620542590506375e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 8.666965365409851074e-01 0.000000000000000000e+00 1.333103179931640625e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.223123930089059286e-07 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.248475323123443559e-09 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.579538362426636589e-12 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.934218134102188206e-17 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.032235536501150634e-15 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.922375738824484870e-07 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.105870513943955302e-06 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.998474121093750000e-01 1.514383250395829809e-41 1.645074080443009734e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.345072980047581368e-41 4.837387677980586886e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.986874143123537916e-42 9.993745684623718262e-01 6.069353574467913641e-32 6.316807121038436890e-04 0.000000000000000000e+00 2.550363205071167069e-43 0.000000000000000000e+00
0.000000000000000000e+00 5.028288665770166775e-34 1.000000000000000000e+00 2.009827553066513959e-20 7.377309430012246594e-08 0.000000000000000000e+00 1.203626203565994758e-34 0.000000000000000000e+00
0.000000000000000000e+00 1.149050053747997065e-29 1.000000000000000000e+00 1.403853547061311173e-17 2.291008095040014680e-13 0.000000000000000000e+00 4.857981960564179096e-31 0.000000000000000000e+00
0.000000000000000000e+00 5.022471330102991498e-30 1.000000000000000000e+00 4.202124040678836696e-20 6.405631329751310492e-23 0.000000000000000000e+00 5.338829209513803695e-31 0.000000000000000000e+00
0.000000000000000000e+00 2.782926554583887532e-36 1.000000000000000000e+00 1.571534182716696299e-24 6.085768177582796064e-32 0.000000000000000000e+00 9.168449564343343451e-35 0.000000000000000000e+00
0.000000000000000000e+00 3.237028039078999660e-38 1.000000000000000000e+00 6.420021768249675640e-21 6.042603567744402633e-39 0.000000000000000000e+00 4.633999293745981696e-38 0.000000000000000000e+00
0.000000000000000000e+00 4.297782390084213957e-42 1.000000000000000000e+00 4.754914303763820058e-20 1.999724477989484803e-28 0.000000000000000000e+00 5.913479519450728039e-43 0.000000000000000000e+00
0.000000000000000000e+00 1.360313654182229453e-32 1.000000000000000000e+00 1.521772246196583531e-16 1.890065921610127732e-23 0.000000000000000000e+00 2.532983516789470666e-37 0.000000000000000000e+00
0.000000000000000000e+00 8.360223028132903749e-31 1.000000000000000000e+00 1.335444863383411590e-38 3.448626582148623988e-30 0.000000000000000000e+00 2.279624485523902020e-34 1.527415326114050607e-43
0.000000000000000000e+00 9.305229711699065967e-28 1.000000000000000000e+00 6.015862459530920477e-29 1.306648865587871225e-26 0.000000000000000000e+00 1.332886902898586240e-35 0.000000000000000000e+00
0.000000000000000000e+00 3.567017518555446882e-35 1.000000000000000000e+00 1.348387601198830581e-20 1.348233583465679310e-27 0.000000000000000000e+00 4.101483461011277098e-33 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 6.652482213766767014e-28 5.054110701203078624e-21 0.000000000000000000e+00 1.181965687260385946e-38 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 6.213758353489028372e-32 9.504984283372278075e-14 0.000000000000000000e+00 2.522337235784670728e-44 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 2.959808258986299425e-31 3.902163371094502509e-06 0.000000000000000000e+00 8.407790785948902426e-44 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.429090771125629544e-04 8.783798814906314763e-22 9.998626708984375000e-01 0.000000000000000000e+00 2.655918814493362565e-39 0.000000000000000000e+00
0.000000000000000000e+00 1.984970103282318527e-38 1.000000000000000000e+00 9.143746579627799798e-22 2.623014472291629318e-09 0.000000000000000000e+00 7.952874185194751666e-35 0.000000000000000000e+00
0.000000000000000000e+00 4.510125518434562181e-37 1.000000000000000000e+00 7.688083568331331432e-25 2.296381011830782343e-20 0.000000000000000000e+00 7.331482960971757634e-34 0.000000000000000000e+00
0.000000000000000000e+00 2.858351808091148272e-34 1.000000000000000000e+00 3.036039867221367180e-22 9.416908754324361672e-32 0.000000000000000000e+00 1.144738937032563957e-32 0.000000000000000000e+00
0.000000000000000000e+00 1.498812327141530685e-33 1.000000000000000000e+00 5.985358858847986290e-26 7.071318863134243258e-30 0.000000000000000000e+00 2.577573135618240520e-33 0.000000000000000000e+00
0.000000000000000000e+00 7.147775423124155322e-29 1.000000000000000000e+00 2.642892607313729984e-23 7.473530638721995300e-23 0.000000000000000000e+00 4.310477373459650833e-29 0.000000000000000000e+00
0.000000000000000000e+00 4.073576931249168287e-31 1.000000000000000000e+00 4.874236564190129288e-26 3.434550103329840798e-24 0.000000000000000000e+00 3.321525738248449790e-30 0.000000000000000000e+00
0.000000000000000000e+00 8.511651738548486895e-33 1.000000000000000000e+00 1.479656662421253022e-25 1.563225275565310124e-29 0.000000000000000000e+00 2.217115792985150050e-38 0.000000000000000000e+00
