1.000000000000000000e+00 7.740665699391734994e-19 2.111914043262697680e-34 4.364131299066210287e-30
1.000000000000000000e+00 1.879948968849451396e-15 4.943280718586190667e-39 1.639333361752722657e-22
1.192526891827583313e-01 8.807480931282043457e-01 4.101740734925172048e-41 3.823388936294741020e-22
2.614175365067694656e-08 1.000000000000000000e+00 0.000000000000000000e+00 1.287137192284086363e-26
1.187745901631842571e-09 1.000000000000000000e+00 0.000000000000000000e+00 2.784495515606871885e-38
1.310464536885547204e-08 1.000000000000000000e+00 0.000000000000000000e+00 9.668959403841237789e-44
2.503653462326838053e-08 1.000000000000000000e+00 0.000000000000000000e+00 3.643376007244524384e-44
3.948440685519472026e-09 1.000000000000000000e+00 0.000000000000000000e+00 1.401298464324817071e-45
6.755008358227954091e-11 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.951998472213745117e-01 3.048059940338134766e-01 0.000000000000000000e+00 3.678366429898715067e-40
9.959037899971008301e-01 4.096761345863342285e-03 0.000000000000000000e+00 8.294485585718800337e-34
1.093865353851697364e-08 1.000000000000000000e+00 0.000000000000000000e+00 4.852696581956841517e-42
3.816592597516432761e-10 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.776916589007087932e-13 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.371288235144530604e-14 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.142727932113508944e-16 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.036429812682924965e-17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.661035910904868241e-17 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.843112673055816053e-13 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.817109115421772003e-03 9.921876788139343262e-01 0.000000000000000000e+00 2.582674625321261566e-38
1.000000000000000000e+00 3.887408922325849558e-14 0.000000000000000000e+00 2.480298281854926216e-43
1.000000000000000000e+00 4.183624766664547647e-17 0.000000000000000000e+00 7.360180054019669183e-41
1.000000000000000000e+00 4.244272408406016807e-18 0.000000000000000000e+00 9.311137840975895750e-40
1.000000000000000000e+00 9.736626110402879508e-14 2.802596928649634142e-45 2.232639965918295389e-37
1.000000000000000000e+00 6.063901415503600290e-14 1.851998089405607985e-40 5.897404024071155658e-32
1.000000000000000000e+00 1.178102199128616689e-10 8.270744244553443900e-37 1.313289724593136804e-34
1.000000000000000000e+00 2.407895499268873814e-16 4.988622532996348772e-43 7.567011707354012183e-44
1.000000000000000000e+00 1.228226210514549166e-06 8.885601332418985576e-39 1.267832761079379720e-29
1.000000000000000000e+00 2.592311673481340062e-13 9.171680617806289955e-40 8.510610468537330765e-26
1.000000000000000000e+00 2.683085634678547047e-18 5.745542306292184662e-38 4.082892349491385026e-25
1.000000000000000000e+00 4.107026940758373712e-10 2.950553724604080091e-23 2.546884566945123569e-24
1.000000000000000000e+00 2.110281506613235315e-17 9.727287752083416994e-33 1.270426856716282998e-38
1.000000000000000000e+00 3.447866507705747538e-21 7.260971710069540806e-37 2.851376128192781024e-38
1.000000000000000000e+00 2.323599616069038464e-21 0.000000000000000000e+00 1.529502139787123125e-37
1.000000000000000000e+00 1.314994765772113808e-18 0.000000000000000000e+00 1.684869917372792944e-34
