2.386208533555495698e-14 8.669586180681462806e-14 1.000000000000000000e+00
5.268632752297719435e-13 1.502153870042155503e-12 1.000000000000000000e+00
1.785806919007981719e-11 3.966219713769092436e-11 1.000000000000000000e+00
2.096656043226730048e-10 4.006962817104664509e-10 1.000000000000000000e+00
9.897912178757906076e-08 1.406841363404964795e-07 1.000000000000000000e+00
9.103846565494677634e-10 1.713769792743846665e-09 1.000000000000000000e+00
3.311294110002610536e-13 9.555121451010339939e-13 1.000000000000000000e+00
5.933744299949431089e-14 1.796971181881532043e-13 1.000000000000000000e+00
9.854373176840236503e-13 2.384773151523078560e-12 1.000000000000000000e+00
3.831438638579598432e-12 8.616249207171744473e-12 1.000000000000000000e+00
5.286636753365492325e-11 1.015440370677467286e-10 1.000000000000000000e+00
1.149180750559253283e-08 1.628164270073284570e-08 1.000000000000000000e+00
4.957891651429235935e-04 4.664335865527391434e-04 9.990391731262207031e-01
4.927046829834580421e-04 5.054983193986117840e-04 9.990086555480957031e-01
3.285772010030996171e-08 7.264154078256979119e-08 1.000000000000000000e+00
9.833194371602904660e-13 3.606670517797283537e-12 1.000000000000000000e+00
6.107938912541235540e-15 2.811297608552518201e-14 1.000000000000000000e+00
2.627802193035035268e-16 1.429535281619596140e-15 1.000000000000000000e+00
1.527460204786294166e-16 8.688714153982067274e-16 1.000000000000000000e+00
1.110150920945521518e-15 5.709232033939163828e-15 1.000000000000000000e+00
2.552266293546091164e-14 1.098315570977927147e-13 1.000000000000000000e+00
6.396141212158812372e-13 2.164612239452523568e-12 1.000000000000000000e+00
2.115928417721624211e-13 7.282030881072820705e-13 1.000000000000000000e+00
2.863538807619746523e-17 1.511001428178857051e-16 1.000000000000000000e+00
5.150974111864891052e-17 2.518971164807066489e-16 1.000000000000000000e+00
1.339951658337794685e-14 4.885808351320387877e-14 1.000000000000000000e+00
1.257902448870140688e-09 2.545534449893693818e-09 1.000000000000000000e+00
6.177793920869589783e-07 9.258837962988764048e-07 1.000000000000000000e+00
1.861839118646457791e-04 1.971330930246040225e-04 9.996185898780822754e-01
2.619291481096297503e-04 2.585104666650295258e-04 9.994813203811645508e-01
7.329797881538979709e-06 8.076907761278562248e-06 9.999847412109375000e-01
4.986772523807303514e-07 6.324199830487486906e-07 1.000000000000000000e+00
2.294025762239471078e-05 2.447797487548086792e-05 9.999542236328125000e-01
5.936627276241779327e-04 5.908882594667375088e-04 9.988105297088623047e-01
1.865399826783686876e-05 2.424009653623215854e-05 9.999542236328125000e-01
6.743738012460198661e-09 1.336147992248015726e-08 1.000000000000000000e+00
1.369230141594346417e-12 4.083215536521134226e-12 1.000000000000000000e+00
2.415175806742830833e-13 7.663827255102728664e-13 1.000000000000000000e+00
6.199352554740744647e-13 1.816816120291109282e-12 1.000000000000000000e+00
3.532033832076564295e-10 7.537341306651512696e-10 1.000000000000000000e+00
1.177790068140893709e-06 1.623241928427887615e-06 1.000000000000000000e+00
6.078523001633584499e-04 6.003949092701077461e-04 9.987952709197998047e-01
4.252429519624456589e-08 7.037866822656724253e-08 1.000000000000000000e+00
1.056450676524656632e-18 8.740632244390631562e-18 1.000000000000000000e+00
3.921697211443715952e-21 4.020446743828635308e-20 1.000000000000000000e+00
5.100733637830378982e-20 4.433676192562922888e-19 1.000000000000000000e+00
4.413195510788839630e-17 2.544894343459988334e-16 1.000000000000000000e+00
1.311234954436916317e-15 6.195610634230318270e-15 1.000000000000000000e+00
4.459506494549486666e-13 1.556781938603923887e-12 1.000000000000000000e+00
1.056938703225540621e-10 2.740821181124175610e-10 1.000000000000000000e+00
6.626354465133488247e-10 1.495141566110191889e-09 1.000000000000000000e+00
5.027424657133572339e-12 1.436316256903102939e-11 1.000000000000000000e+00
1.458877777697070721e-13 5.213054922632853749e-13 1.000000000000000000e+00
2.765935702697674969e-09 5.850127493545187463e-09 1.000000000000000000e+00
1.405154034728184342e-04 1.538064389023929834e-04 9.997101426124572754e-01
1.727024355204775929e-04 1.822042831918224692e-04 9.996491074562072754e-01
1.540589704418504624e-11 4.309037154870409836e-11 1.000000000000000000e+00
6.236266839269985398e-18 3.862731297680931282e-17 1.000000000000000000e+00
1.085263387050273148e-20 9.008796263216321454e-20 1.000000000000000000e+00
4.994482611265369356e-22 4.985101300675638314e-21 1.000000000000000000e+00
1.439769601869318127e-22 1.697363913694050750e-21 1.000000000000000000e+00
5.048792188358304079e-21 5.022190253729054776e-20 1.000000000000000000e+00
2.204992611415760665e-18 1.585745600678046640e-17 1.000000000000000000e+00
1.784556144799451694e-16 1.002830681858099190e-15 1.000000000000000000e+00
1.502714036647097295e-14 6.727815326330530143e-14 1.000000000000000000e+00
2.441690946652919081e-11 7.535985724338445380e-11 1.000000000000000000e+00
4.998487838747678325e-06 7.667978024983312935e-06 9.999847412109375000e-01
5.729445256292819977e-04 5.667709046974778175e-04 9.988562464714050293e-01
3.822753205895423889e-04 3.354779910296201706e-04 9.992830753326416016e-01
2.372551243752241135e-04 2.064172440441325307e-04 9.995576143264770508e-01
2.154044486815109849e-04 1.902707736007869244e-04 9.995880722999572754e-01
3.003353194799274206e-04 2.766058896668255329e-04 9.994203448295593262e-01
7.230023038573563099e-05 7.556447235401719809e-05 9.998474121093750000e-01
3.491234323860226141e-08 6.183850587149208877e-08 1.000000000000000000e+00
4.245108767546995621e-13 1.330327016081656044e-12 1.000000000000000000e+00
4.383621829244510604e-14 1.396091358837892038e-13 1.000000000000000000e+00
1.533990050598104532e-14 4.707031883407000739e-14 1.000000000000000000e+00
4.344003048982816861e-14 1.247863303573820692e-13 1.000000000000000000e+00
1.375139151854609665e-13 3.864272183490280455e-13 1.000000000000000000e+00
2.366142438231522149e-12 7.044191618899020568e-12 1.000000000000000000e+00
1.886578449017406456e-09 4.515664286941500905e-09 1.000000000000000000e+00
3.830394135206915962e-08 7.144226543687182129e-08 1.000000000000000000e+00
8.332970224955715821e-08 1.284643076360225677e-07 1.000000000000000000e+00
4.041013568212292739e-08 5.773665279207307321e-08 1.000000000000000000e+00
2.953663340576895280e-07 3.583188288303063018e-07 1.000000000000000000e+00
3.008169005624949932e-04 2.784607349894940853e-04 9.994203448295593262e-01
4.022258799523115158e-04 3.658231289591640234e-04 9.992373585700988770e-01
2.523064031265676022e-04 2.760956413112580776e-04 9.994660615921020508e-01
1.657658685871865600e-06 2.646345592438592575e-06 1.000000000000000000e+00
2.586229841394782625e-11 8.331908080139172057e-11 1.000000000000000000e+00
8.949459588388029158e-15 4.282597903691384711e-14 1.000000000000000000e+00
1.152649422645466749e-15 5.428950102242136727e-15 1.000000000000000000e+00
8.018328127932638355e-15 2.769867024816647511e-14 1.000000000000000000e+00
7.863573344996793724e-14 2.382671425611715410e-13 1.000000000000000000e+00
9.582602994526873141e-14 2.946025042839528485e-13 1.000000000000000000e+00
7.700777678292664019e-14 2.465066724962466926e-13 1.000000000000000000e+00
8.852891903170408139e-15 3.237561518247382419e-14 1.000000000000000000e+00
2.368152501625465228e-15 9.958739155590048964e-15 1.000000000000000000e+00
1.595005179568973440e-15 7.137745052670542434e-15 1.000000000000000000e+00
5.437287447541960805e-13 1.726938362277274930e-12 1.000000000000000000e+00
8.468256096350046391e-10 1.959338025159240715e-09 1.000000000000000000e+00
1.247605950993602164e-06 1.927735866047441959e-06 1.000000000000000000e+00
1.069392674253322184e-04 1.233721413882449269e-04 9.997711181640625000e-01
6.153741851449012756e-04 6.006148178130388260e-04 9.987800121307373047e-01
1.150748539657797664e-05 1.300253552471986040e-05 9.999694824218750000e-01
5.575712808125743436e-11 1.379160119441280585e-10 1.000000000000000000e+00
6.075558881140732969e-18 4.384066510953907271e-17 1.000000000000000000e+00
7.271120340526416787e-21 7.797534366504755647e-20 1.000000000000000000e+00
3.237735369084394071e-21 3.524720633899873608e-20 1.000000000000000000e+00
4.708946328745539187e-17 3.076152349186701438e-16 1.000000000000000000e+00
3.195218341214139945e-15 1.680547756890190397e-14 1.000000000000000000e+00
1.169374165194348059e-20 1.191561039459966916e-19 1.000000000000000000e+00
8.599675453186628254e-25 1.236607310971785012e-23 1.000000000000000000e+00
6.826113869383314390e-26 1.223025295551368546e-24 1.000000000000000000e+00
4.707074781332259173e-26 9.043377171861107028e-25 1.000000000000000000e+00
2.132282891684309818e-25 3.904956538583087569e-24 1.000000000000000000e+00
7.401982898371719994e-21 7.417787379509024668e-20 1.000000000000000000e+00
2.126141450398133514e-11 5.936492963876105478e-11 1.000000000000000000e+00
1.493270101491361856e-04 1.645701850065961480e-04 9.996796250343322754e-01
8.561849540456023533e-07 1.187897282761696260e-06 1.000000000000000000e+00
8.784458258477161096e-17 4.661390127143089524e-16 1.000000000000000000e+00
4.728176296308218648e-22 4.943062511761401605e-21 1.000000000000000000e+00
4.399260331668647061e-25 7.397991211704203740e-24 1.000000000000000000e+00
9.161883554828900645e-26 1.710928468467191054e-24 1.000000000000000000e+00
4.359980297118089406e-26 8.590232788151132743e-25 1.000000000000000000e+00
4.032568816935557189e-26 7.979535132298154927e-25 1.000000000000000000e+00
3.929309081483664458e-26 7.810166695947203693e-25 1.000000000000000000e+00
4.041439188036218145e-26 8.096294434879916885e-25 1.000000000000000000e+00
5.597300306939886670e-26 1.108000895315413899e-24 1.000000000000000000e+00
1.822836670912296399e-25 3.417677157428068577e-24 1.000000000000000000e+00
2.557192957520292565e-25 4.862838386926300753e-24 1.000000000000000000e+00
1.091342593535571658e-25 2.147557260265458236e-24 1.000000000000000000e+00
5.039869929044133693e-26 1.007538670174612825e-24 1.000000000000000000e+00
3.754926756152693269e-26 7.555217698217219466e-25 1.000000000000000000e+00
3.579314917145225268e-26 7.207589377037344668e-25 1.000000000000000000e+00
3.527319430878636430e-26 7.099528252011775892e-25 1.000000000000000000e+00
3.508638834864453548e-26 7.054282641754758996e-25 1.000000000000000000e+00
3.487448675095536322e-26 6.995221611856993369e-25 1.000000000000000000e+00
3.460837253644762354e-26 6.888137195239701358e-25 1.000000000000000000e+00
4.254889233400677739e-26 8.216894010955907880e-25 1.000000000000000000e+00
5.074440217471489026e-26 9.441293403596558277e-25 1.000000000000000000e+00
8.765705898572846642e-26 1.476668925698438304e-24 1.000000000000000000e+00
3.949975449937466576e-25 5.727114394686441287e-24 1.000000000000000000e+00
1.354938971109833490e-23 1.539259350840598947e-22 1.000000000000000000e+00
4.887470966277723078e-20 3.694483557248985035e-19 1.000000000000000000e+00
1.699538653790149518e-16 1.057682100302564324e-15 1.000000000000000000e+00
6.790878072748091597e-16 4.488549983761415743e-15 1.000000000000000000e+00
1.217778871220813572e-16 8.367976128779161873e-16 1.000000000000000000e+00
4.476405013605446771e-17 3.002510245961228499e-16 1.000000000000000000e+00
1.393589109162254955e-15 6.906115846430855090e-15 1.000000000000000000e+00
6.192254176085043582e-08 1.018238648953229131e-07 1.000000000000000000e+00
2.145001676279179037e-10 5.095275312783087429e-10 1.000000000000000000e+00
3.574822898978725139e-20 3.004006431641650633e-19 1.000000000000000000e+00
4.360949696237041233e-24 6.229712823532128152e-23 1.000000000000000000e+00
1.507356798202893495e-24 2.301700957246960770e-23 1.000000000000000000e+00
1.479126917671493824e-24 2.257182065377356101e-23 1.000000000000000000e+00
9.548764460665021736e-24 1.244211866989243148e-22 1.000000000000000000e+00
4.374797912769924529e-23 4.996388499212383320e-22 1.000000000000000000e+00
2.407733335550414650e-21 2.062172414645921853e-20 1.000000000000000000e+00
4.892246318728082920e-20 3.645317751096423030e-19 1.000000000000000000e+00
2.004906802943982609e-17 1.178781871375919610e-16 1.000000000000000000e+00
2.163434986712786667e-09 5.181107098906068131e-09 1.000000000000000000e+00
8.687452535127704323e-09 1.746019151482869347e-08 1.000000000000000000e+00
3.624762143772386480e-07 5.976131092211289797e-07 1.000000000000000000e+00
1.397107780576334335e-07 2.598616504201345379e-07 1.000000000000000000e+00
1.943075567112373392e-08 4.398140518446780334e-08 1.000000000000000000e+00
4.761177563317176009e-12 1.768101463850424437e-11 1.000000000000000000e+00
7.594068130655884497e-21 7.061596945395155381e-20 1.000000000000000000e+00
2.062154476580025851e-22 2.046256013709916766e-21 1.000000000000000000e+00
3.116038945817426581e-22 3.076297218884997591e-21 1.000000000000000000e+00
2.532432832376700938e-22 2.605208368461636711e-21 1.000000000000000000e+00
1.388734365512902362e-21 1.332048199161494056e-20 1.000000000000000000e+00
3.297163530114284126e-21 3.169341224527218422e-20 1.000000000000000000e+00
1.307540388575196383e-20 1.179171424847571098e-19 1.000000000000000000e+00
5.498990083501691069e-20 4.724378996074910397e-19 1.000000000000000000e+00
2.704550764779144977e-19 1.927694579922924676e-18 1.000000000000000000e+00
2.461804699438636945e-14 7.081742961143056014e-14 1.000000000000000000e+00
2.285725031470065005e-07 2.823829277076583821e-07 1.000000000000000000e+00
1.118646614486351609e-04 1.092983293347060680e-04 9.997863769531250000e-01
9.886945917969569564e-05 1.204498912557028234e-04 9.997863769531250000e-01
9.006789980503526749e-08 1.826876996346982196e-07 1.000000000000000000e+00
4.812126253028736755e-10 1.337315036487041198e-09 1.000000000000000000e+00
3.467937492729333826e-09 7.859724426850789314e-09 1.000000000000000000e+00
1.345632654192741029e-06 2.066486786134191789e-06 1.000000000000000000e+00
9.974073327612131834e-05 1.150779862655326724e-04 9.997863769531250000e-01
1.666041207499802113e-04 1.881372882053256035e-04 9.996491074562072754e-01
1.172438860521651804e-04 1.375937863485887647e-04 9.997406601905822754e-01
1.526454411759914365e-06 2.418697249595425092e-06 1.000000000000000000e+00
1.092447554640330054e-08 2.184225245116522274e-08 1.000000000000000000e+00
5.922119612478127237e-07 9.072969646695128176e-07 1.000000000000000000e+00
4.873212892562150955e-04 4.938562633469700813e-04 9.990239143371582031e-01
3.394388113520108163e-05 4.087172783329151571e-05 9.999237060546875000e-01
4.637026643195506226e-14 1.898037662369927991e-13 1.000000000000000000e+00
5.173491685184590367e-21 5.217552219838180315e-20 1.000000000000000000e+00
